income,sex,eth,focc,fedu,mocc,medu,weights
11727.25173,1,2,7,8,8,7,523.52832
6196.969433,2,1,8,1,10,0,280.31967
3026.198133,1,1,9,1,10,0,434.50125
9565.570533,2,1,5,1,10,0,533.27368
5095.477733,2,1,7,11,9,8,1270.3507
11490.93073,1,1,5,6,10,0,308.08566
3057.195933,1,3,9,1,9,0,74.255165
10316.45573,1,1,10,1,10,0,134.62987
1906.540333,1,1,10,1,9,7,122.58497
1362.431833,2,1,10,1,10,8,418.49777
3623.732833,1,1,10,1,10,0,344.18564
3476.426933,1,1,10,1,10,3,135.09309
4257.564633,2,3,9,9,9,6,79.756775
6210.049533,1,1,9,7,10,5,236.56508
17449.25407,1,1,9,1,9,8,680.59088
1844.101633,2,1,10,1,10,0,596.15143
8426.922033,1,1,5,12,9,9,292.51556
12665.61673,1,3,9,6,9,0,96.720497
1980.954533,2,1,10,1,9,0,231.86217
7310.161833,2,1,8,1,9,6,64.397926
14559.06273,2,1,7,1,10,0,238.64217
4145.412733,1,1,10,1,10,0,774.94849
9764.893733,1,1,7,4,10,0,449.78958
10888.78973,2,3,9,1,9,0,78.319298
12315.95873,1,1,10,1,10,0,279.22128
10603.37273,1,1,7,1,9,0,346.20483
1960.219933,1,1,10,1,9,0,452.6265
1469.469533,2,1,8,1,10,0,332.6459
2047.116133,1,1,10,1,10,0,92.729973
6428.884433,1,1,7,9,10,8,1456.7469
4618.162733,2,1,6,1,10,8,298.64896
13035.49107,2,1,10,9,10,8,189.22646
16448.12873,1,1,8,6,9,8,1383.535
17525.12873,1,3,9,11,10,9,724.62018
978.8799326,1,1,9,8,10,0,641.1499
3117.854633,1,1,10,1,10,0,48.340664
3842.139333,1,1,10,1,9,0,244.6693
13957.20573,2,1,9,9,10,8,747.75757
3253.431833,2,1,7,1,10,0,1750.3889
12779.78973,2,1,3,6,9,4,773.91479
1005.639433,2,1,10,1,10,0,22.840424
16187.15773,2,2,9,1,10,0,514.12067
6196.969433,2,1,10,1,9,4,2918.5874
738.0450926,1,1,10,1,10,0,59.914574
28728.41273,2,3,9,8,9,8,28.998806
3485.346833,1,1,7,1,9,7,140.63814
2487.225233,2,1,6,1,10,0,30.511881
2513.087533,1,1,10,9,10,3,310.70282
3726.181833,1,1,10,1,10,0,570.48315
3598.807333,1,3,10,1,9,0,198.36014
6712.017733,2,3,8,12,9,11,949.41693
27051.48673,2,1,5,1,9,0,50.736771
3325.512333,1,1,7,5,10,7,171.89958
2058.177133,1,3,9,1,9,10,29.973585
3788.620533,1,1,10,5,10,0,170.22336
4858.997733,1,1,8,11,9,10,144.56224
845.0828126,2,1,9,4,9,0,293.79742
238.5356926,1,1,10,1,10,2,1268.3655
2218.733833,1,1,8,9,10,7,888.06122
11080.56573,2,1,10,1,10,0,261.88443
1380.271533,1,1,10,1,10,0,437.77435
29566.87273,1,1,5,9,10,8,834.96948
12069.1784,1,1,7,9,4,8,419.20343
7980.931333,2,3,4,12,9,8,29.637905
10951.32707,2,1,7,1,10,0,428.25311
22680.77973,1,1,10,1,9,0,179.354
1374.487633,2,1,9,1,9,0,2174.6045
6196.969433,1,1,4,1,4,7,170.91862
2413.101033,1,1,10,6,10,4,167.49281
6245.660833,1,1,10,1,10,0,34.024071
2223.578333,1,1,10,1,10,3,129.20081
5929.375133,2,1,10,1,10,6,7264.2666
1971.777733,2,1,10,1,10,0,1507.681
1779.761033,1,1,10,1,10,0,58.702248
11125.24273,1,3,9,1,9,0,115.24006
2093.856333,2,1,9,5,10,4,33.703411
1335.672433,1,1,8,1,2,10,566.00214
5840.176933,2,3,7,10,9,7,278.75681
3748.595433,1,1,9,1,9,0,112.84026
13985.18573,1,1,10,1,5,8,863.5896
1680.545133,1,1,9,1,10,0,397.37918
11548.85573,1,1,8,1,9,10,362.58502
4413.007033,1,3,7,9,5,8,243.31271
10300.08207,2,4,5,11,9,12,1911.6563
8836.815633,2,1,9,1,10,0,406.74353
2775.717233,1,1,9,1,10,0,188.92616
1701.384733,2,1,9,1,10,0,168.32875
7324.389833,1,1,10,1,10,0,105.69125
18212.15673,1,1,9,1,10,0,496.68759
2051.612033,1,1,10,1,10,0,178.15924
14117.76173,1,1,5,9,5,7,1399.4338
2183.054333,2,1,9,1,10,0,592.25354
9051.308733,1,1,7,1,10,5,1530.6747
8819.393733,1,1,9,1,10,0,326.40512
19814.54707,1,1,10,3,9,4,196.91948
898.6016726,1,1,10,1,3,6,984.43384
18506.30873,2,3,9,3,9,5,267.05243
4323.809233,2,1,9,1,10,0,473.82922
1752.362033,2,3,9,1,10,0,20.4256
2718.243133,1,1,9,1,10,0,1075.3003
4853.490933,2,1,10,1,10,0,64.799629
7891.733533,1,1,9,5,9,2,91.307297
3610.224333,2,1,8,7,5,12,1575.4589
5233.629533,1,1,10,1,9,2,1296.2863
8757.207233,1,1,10,1,10,0,426.38046
3574.544833,1,1,7,4,7,6,399.31924
8750.099733,1,1,9,1,9,0,19.675983
5483.384433,1,4,8,11,10,10,173.61182
4209.882033,1,1,7,1,9,0,473.39484
14938.38373,2,3,4,9,9,4,58.684563
3440.747733,1,1,10,1,10,0,40.025089
3342.629833,1,1,8,11,10,5,2883.1384
3289.066133,1,3,9,5,10,6,62.063583
1514.068633,1,1,7,1,10,0,197.14563
2039.518233,2,1,3,1,10,0,558.58185
19219.8934,2,1,5,1,10,0,413.57166
3574.544833,1,1,7,1,10,0,554.81451
8525.040233,2,1,8,11,5,9,592.45679
5516.312133,1,1,10,1,10,0,140.36667
20468.66573,1,1,10,1,10,0,197.99231
3529.945933,1,1,10,1,10,0,353.40567
4693.233033,1,3,7,1,3,0,37.754028
797.2682326,2,1,10,9,10,0,361.80667
3521.729933,1,1,10,1,10,0,374.552
7891.733533,2,1,9,6,10,4,459.56186
20119.90273,1,4,9,9,10,8,274.21045
4413.007033,1,4,7,8,10,7,357.30383
7534.941133,1,1,5,9,10,8,207.1871
1737.063933,1,1,10,1,10,0,370.39584
6233.683733,2,1,9,7,9,0,633.01709
628.6617926,1,1,10,1,10,0,840.47418
3967.016533,2,1,7,3,5,2,780.90625
20692.9024,1,1,10,1,10,0,435.71277
8676.676933,2,1,7,8,9,12,376.70901
5571.518233,2,1,10,5,9,5,119.63419
4912.516733,2,1,8,1,10,0,383.55035
14941.82873,2,1,9,1,9,3,112.00813
3028.901533,1,1,10,1,10,0,54.704929
2983.852233,1,1,10,1,10,0,360.99588
2004.658133,2,1,8,1,10,0,731.8075
5528.022133,1,1,9,1,10,0,216.41489
11563.35073,2,2,10,8,10,10,365.19562
3273.510133,1,1,7,1,10,0,61.69297
3150.853933,2,3,7,8,9,7,272.3364
10210.8844,1,3,7,7,9,5,379.04309
3164.233533,1,1,8,1,9,0,757.74091
8409.082233,2,1,8,9,10,11,341.96393
27961.30873,1,1,10,1,9,8,685.68451
5215.790233,1,1,10,1,10,7,352.51694
4243.530933,1,1,10,1,10,0,166.93983
6241.568533,1,1,10,1,10,0,189.55887
1201.875333,2,1,10,1,10,0,477.28589
12084.04373,1,1,10,1,8,2,277.30301
5215.790233,1,1,10,1,10,0,989.52344
13600.41273,1,2,9,9,5,8,322.11697
1640.019533,1,3,8,1,10,0,32.787014
10656.87473,1,1,9,1,10,0,661.24042
24036.59173,1,1,9,7,9,8,865.65466
3073.403233,2,1,10,9,9,12,302.72043
10446.62473,1,1,5,7,9,8,180.05031
18238.71473,1,1,3,1,5,8,1438.6002
755.8846926,2,1,5,1,10,0,1703.8624
4413.007033,1,1,10,1,10,11,335.62366
8805.084133,1,1,8,1,9,0,239.09062
16196.07773,1,1,10,1,10,0,512.06421
3735.101533,1,1,10,1,10,0,249.718
2183.054333,2,1,2,1,10,0,2660.8245
2966.878633,2,3,5,11,10,9,168.46767
2275.194533,1,1,9,1,9,0,200.32726
6018.572933,1,1,7,1,9,0,1639.769
11548.85573,1,1,8,12,10,8,401.216
22609.42173,2,4,9,9,10,8,426.51099
10103.84673,1,1,9,4,9,4,90.129723
1621.253633,1,1,8,1,10,0,351.8714
4283.638333,2,1,9,1,10,0,256.96121
6999.752133,1,1,10,1,10,0,459.59195
6368.301933,2,1,10,1,10,0,135.02985
7151.389333,1,3,9,8,9,2,24.065121
4943.611033,1,1,10,1,10,0,151.11472
8922.966933,2,1,10,1,10,0,579.68817
1915.460133,1,1,8,9,10,8,605.05963
1362.431833,2,1,10,1,10,3,418.49777
2852.040233,1,1,10,1,10,4,1468.9634
7190.903033,1,3,9,7,10,0,108.84068
4875.053433,1,3,7,1,10,7,38.085506
5304.988433,2,1,8,5,9,6,106.77683
1335.672433,2,1,8,7,10,0,686.0639
7008.672033,1,3,8,9,10,8,65.250557
9229.705233,2,3,7,9,9,7,110.28633
7534.941133,1,1,8,1,2,8,895.39392
3515.058033,1,1,10,1,9,0,148.99834
2272.252633,2,1,8,12,9,8,431.2186
3788.620533,2,1,10,1,10,0,495.55347
8290.743333,1,1,10,1,10,0,67.452606
8837.233533,2,3,8,11,5,11,56.311043
2616.877133,1,1,10,1,10,0,1484.0211
11013.66673,1,3,7,11,2,12,256.72629
2040.337533,1,1,7,1,9,0,208.4554
8186.087133,2,1,2,6,2,3,1036.6144
10210.88373,1,4,8,10,9,9,528.68726
3059.981133,1,1,5,1,9,0,287.77036
5420.945933,1,1,9,1,10,0,531.88257
2076.016733,1,1,9,1,9,0,544.13342
4136.492833,1,3,5,6,2,8,153.15524
12440.83673,1,1,10,1,10,12,351.00757
1469.469533,1,1,7,1,10,0,297.28928
1130.516733,1,1,10,1,10,0,130.51648
5874.964033,1,1,10,1,10,0,306.59839
1732.543833,2,1,10,1,10,0,483.57187
5661.780933,1,1,8,6,9,3,289.52872
7011.505033,1,1,10,1,10,0,184.61125
4992.795133,2,1,9,1,10,0,570.65509
7320.865433,1,1,9,1,10,5,279.01053
7766.856133,1,3,10,1,10,0,250.82785
4346.108533,2,1,5,10,10,0,237.83386
1228.634733,1,1,10,2,10,0,357.93073
3030.436433,1,1,10,4,9,2,173.93539
1869.970633,2,3,10,1,10,0,198.0934
3401.248233,1,2,10,1,10,0,1318.7375
11080.56573,1,1,10,1,10,0,261.88443
10466.5854,1,1,10,1,5,8,527.3399
4101.734533,1,1,10,1,10,0,522.84174
6999.752133,2,1,9,1,10,0,207.82596
7517.101233,2,1,7,1,9,0,500.16846
5929.375133,2,1,10,10,10,7,778.55981
2836.658333,1,1,10,1,10,1,259.46097
11905.64873,1,1,8,1,10,0,37.892586
2093.856333,1,1,10,1,10,0,166.93364
996.7196326,1,1,5,9,10,0,2523.55
2450.648833,2,1,10,6,2,12,252.00557
4948.195933,2,1,8,1,10,0,1511.3545
3431.828033,1,1,3,1,9,0,92.687561
5394.186233,1,1,10,9,10,8,142.81969
9497.299033,1,1,9,5,2,9,421.0556
8872.912233,2,1,10,11,10,8,3210.6423
29674.98073,1,3,9,12,1,12,67.24308
12943.45473,1,1,10,1,9,0,129.99974
20068.50173,1,1,7,2,9,2,43.283817
5438.785333,2,1,8,1,9,4,685.2923
13215.07673,1,1,10,1,10,0,256.86078
11563.35073,1,2,10,4,10,0,365.19562
2449.731833,2,1,7,1,9,0,474.13736
10335.76173,1,1,10,1,9,2,119.97859
6718.778533,2,1,10,1,10,0,1187.7574
2878.799733,1,1,10,9,10,9,271.15219
1467.685633,2,1,6,1,10,5,590.0097
3216.896933,1,1,8,8,10,6,111.34743
1299.496533,2,1,10,1,10,4,164.72772
5358.507033,1,1,10,7,10,0,507.6774
3426.561433,1,1,10,1,10,0,291.3696
6750.768733,2,1,5,1,10,0,81.931915
4413.007033,2,3,7,9,10,7,45.104988
11983.14573,2,4,7,11,4,12,539.84436
5510.143733,1,1,10,1,9,0,244.84409
7208.924033,1,1,10,1,10,0,958.97632
2093.856333,2,1,8,3,10,10,518.86017
2825.280933,1,1,10,1,5,12,387.23557
24185.2554,2,1,8,5,10,0,492.36615
1344.592233,1,1,7,1,10,0,247.07903
1083.528733,1,1,9,1,2,0,69.350227
29299.27973,2,1,10,1,10,8,319.20767
5073.073433,1,3,8,11,9,4,103.51712
3298.030933,1,1,7,8,9,6,518.52332
6955.153533,1,1,10,1,9,6,2646.4099
13778.80873,2,1,10,8,10,0,956.80743
20468.66573,1,4,8,11,4,10,403.83511
2843.120533,2,3,9,1,9,0,41.942451
5278.228733,1,1,10,5,10,7,145.55551
2093.856333,1,1,9,1,10,0,152.15686
6259.407933,1,1,9,1,9,0,1288.7383
3253.431833,2,3,9,1,9,0,45.622749
9176.185733,2,1,9,1,10,0,553.30109
23055.41273,2,4,9,7,10,0,325.45547
15897.35473,1,1,7,4,5,8,218.98793
2629.045133,1,1,10,1,10,0,1374.2625
10152.52773,2,2,10,7,10,0,1239.6902
488.2903926,2,1,9,3,10,7,1327.1155
7088.950333,1,1,5,1,5,0,722.47369
1630.026133,1,1,10,1,10,0,769.3454
15832.59473,1,1,9,3,9,4,150.49304
4816.974333,1,3,8,11,5,4,53.477833
18417.10973,1,4,7,11,2,12,120.8399
2522.007233,1,1,10,1,10,0,138.75159
16086.06673,2,4,5,11,4,12,301.01038
1737.063933,1,1,10,1,10,0,604.93286
5010.634433,2,1,9,1,10,0,504.99191
1897.620533,1,1,10,1,9,0,398.22519
21223.34973,1,1,10,1,10,0,1198.2181
7534.941133,1,1,9,1,9,0,286.80283
10954.20207,1,4,3,11,2,10,368.53384
4707.361033,1,3,6,1,9,0,54.063236
2893.254033,1,1,7,5,9,9,83.004822
2950.158133,1,1,10,1,10,0,1992.946
10076.79273,1,3,7,1,9,0,12.584826
7178.148633,1,1,10,3,10,0,2338.6426
5304.988433,2,1,10,1,9,0,133.95297
2629.045133,1,1,10,7,10,5,217.55025
7543.860033,2,3,7,1,9,0,96.569901
9666.775533,2,3,9,1,9,0,102.71165
19942.39873,2,1,4,9,10,8,203.97379
4395.167633,1,1,10,1,9,7,519.04553
13255.43273,1,1,10,1,10,0,60.243328
7088.950333,2,1,8,1,10,0,4987.3906
711.2856326,1,1,8,9,9,0,390.33365
3075.035533,2,1,10,1,10,0,424.08002
2629.045133,1,4,8,11,3,10,973.04474
3842.139333,1,1,10,1,10,0,431.42221
17435.93173,1,2,9,12,10,2,592.50159
883.6950526,1,1,10,1,10,0,230.59801
12306.76973,1,3,9,9,9,8,51.535271
1255.394133,1,1,8,1,10,0,422.14761
381.2526426,2,1,10,1,9,0,644.99573
3521.026033,2,1,8,1,10,0,1082.3594
2444.921333,1,3,9,8,9,6,42.595028
27426.11973,2,1,7,11,2,8,567.4989
7534.941133,2,1,10,1,2,10,539.58362
4739.642733,2,1,4,8,10,7,193.25887
2867.875933,1,1,9,1,10,0,236.5591
1647.865733,2,1,10,1,10,0,1679.897
10148.96773,2,1,8,6,9,5,113.41364
2314.175733,2,1,8,9,9,8,1217.9631
8515.833133,1,1,9,1,5,0,471.02716
7241.301433,2,1,9,1,9,0,188.32675
3190.993133,1,1,9,1,10,3,121.43834
10958.92273,1,3,8,12,10,6,199.88786
21806.63873,1,1,10,1,9,0,597.35535
10303.65073,1,1,7,8,10,0,1090.5079
2985.837333,2,1,7,1,10,11,472.97723
7615.045133,1,1,5,1,10,0,256.5376
5304.988433,2,1,9,1,10,8,401.96451
3610.224333,1,1,10,1,10,0,121.79184
8962.110533,2,1,10,1,10,8,522.24628
11067.18573,1,1,2,12,2,11,1763.0229
809.4035526,1,1,10,1,10,0,268.46765
2852.040233,1,1,9,1,10,3,555.86102
6822.256033,2,1,8,1,10,0,189.25876
9839.449433,1,1,9,1,10,0,313.66861
8489.360533,1,1,5,1,10,0,86.87278
586.4083126,1,1,9,1,10,0,839.73834
4136.492833,1,1,9,1,10,0,451.5907
7695.497733,1,3,7,7,9,8,83.089012
2985.837333,1,1,8,9,10,11,469.95563
7861.177933,1,1,10,5,10,2,50.37355
7588.459633,1,1,8,11,4,10,618.8941
3120.230133,1,1,10,1,9,0,50.616688
1940.872833,1,1,9,1,9,0,110.73533
5171.191133,1,1,9,1,10,0,18.042171
4395.167633,1,2,8,8,10,8,679.83588
4609.242833,1,1,3,4,5,3,796.61609
1941.200333,2,1,10,1,10,0,863.505
5874.962133,1,1,9,2,10,0,759.40033
2397.129833,1,1,10,1,10,0,649.69348
3521.026033,1,1,9,1,10,0,173.41869
1620.094933,1,1,10,1,10,0,292.57663
711.2856326,1,1,7,1,10,0,489.2016
15830.36573,1,1,8,10,10,12,120.38789
666.6866326,2,1,10,1,10,0,2342.4968
21501.29473,2,1,9,1,10,0,699.79156
2183.054333,2,1,9,7,10,0,325.10172
3075.035533,1,1,4,5,9,0,683.84045
6535.922033,1,1,10,1,10,0,866.14661
2905.559233,1,1,9,1,9,8,186.96832
4413.007033,1,1,9,1,10,0,897.27502
3503.186433,1,3,9,8,9,7,71.060249
2700.974033,2,1,9,1,10,0,152.32013
2576.523133,1,1,9,1,9,0,536.98956
13332.81873,2,1,8,1,9,0,228.93396
6286.273133,1,1,5,1,10,0,467.89844
3155.313933,1,1,10,1,10,0,36.833317
13555.81373,1,1,10,1,9,7,192.1055
3699.422333,2,1,9,6,10,0,282.07242
9836.252133,1,1,7,1,10,8,1577.0549
9983.522399,1,1,9,6,2,6,336.82187
9989.672733,2,1,7,9,10,10,848.57953
2183.054333,1,1,8,8,9,0,436.60092
16900.74273,2,1,9,1,10,0,807.1474
987.7998326,1,3,9,1,9,9,56.003792
5929.375133,1,3,9,1,10,0,39.273106
2860.960133,1,1,10,6,9,10,266.7692
2379.290233,1,1,2,11,10,5,4492.7056
4930.170133,1,1,10,1,10,4,101.5967
1068.078033,1,1,8,3,10,0,219.61923
2700.403533,1,3,9,1,9,0,200.74646
9249.569533,1,1,10,1,10,0,97.305573
1701.384733,1,1,10,1,10,0,1181.5637
20647.06273,1,2,7,5,10,4,59.215218
5572.582733,1,1,9,4,10,0,139.87589
2264.836333,1,1,5,1,10,3,545.22711
577.4885126,1,1,10,1,10,0,101.92673
3467.507233,1,1,7,1,10,0,150.93776
20022.67573,1,1,10,1,6,8,1127.5006
3137.474333,2,1,10,1,10,0,185.66977
3000.579733,1,1,10,1,10,0,33.589073
9044.401533,1,3,8,1,9,0,347.845
11374.97573,1,1,5,1,9,0,211.73407
4586.051433,1,1,9,9,9,0,1543.03
4680.601733,1,3,10,3,9,0,21.672287
4655.332233,1,1,10,1,10,0,48.404102
5215.790233,2,1,5,12,1,9,1282.7593
3413.272433,1,1,10,1,9,0,154.86378
2236.573433,1,1,10,1,10,4,273.2146
4349.186233,1,1,2,9,9,0,314.29443
2183.054333,2,1,10,1,10,0,3546.2681
1505.148833,1,1,10,1,10,0,347.62784
3596.035533,1,1,9,5,10,10,299.56244
11290.18173,2,1,9,1,9,0,507.89719
1415.950733,1,1,9,1,9,0,522.71539
2655.804333,1,1,9,1,10,0,281.53494
6642.960133,1,1,5,11,5,10,660.16174
2361.450633,1,1,7,1,10,0,769.7851
14296.15773,2,3,6,1,9,0,393.47864
712.4431026,1,1,8,1,10,0,656.93823
3253.431833,1,1,10,1,10,0,546.17572
10642.43107,2,1,5,9,10,10,1128.3342
5953.458633,1,1,9,11,9,8,240.118
9515.138833,2,1,10,1,10,2,169.22919
6072.091933,2,1,10,1,10,0,172.63972
1737.063933,1,1,5,1,9,0,220.5177
4363.264333,1,1,10,1,10,0,317.90735
16454.75173,2,4,8,10,3,12,529.789
7534.941133,2,4,7,11,4,12,1508.4844
3075.035533,1,1,10,1,10,0,428.48898
1323.434533,2,1,8,1,10,0,1295.0835
443.6913326,1,1,7,1,9,8,416.50571
5843.726733,1,1,10,1,9,0,18.585159
11846.1824,1,4,5,11,3,10,1046.5249
5704.308233,1,1,10,5,10,4,202.49147
12857.09507,1,4,9,8,4,10,1324.6411
3128.554333,1,1,7,7,9,4,116.90269
2254.413033,1,1,8,5,10,4,266.73526
5304.988433,1,1,5,8,10,0,1784.0718
5453.279933,1,1,10,1,10,9,102.93576
19844.27973,1,3,9,1,9,7,188.10744
3708.342233,1,1,3,1,5,6,114.3685
11994.84673,2,1,10,1,10,0,340.26855
20186.29473,1,3,9,9,9,4,39.858852
3113.687933,1,1,10,1,10,0,54.77964
18692.87873,1,3,2,10,9,6,131.51514
5033.181333,2,1,5,1,10,0,815.90088
7660.929833,1,1,10,1,10,0,435.10098
622.0875726,2,1,7,9,9,0,2835.1316
8493.920133,1,1,10,12,10,2,713.92145
1827.817033,1,1,8,9,10,8,230.88432
18992.5094,1,4,7,11,4,10,325.1232
3127.662533,1,1,7,9,9,8,1013.3496
6337.553833,2,1,10,1,10,0,916.66901
2538.955033,1,3,9,5,9,6,96.108467
5463.167633,1,1,7,12,9,6,847.71179
2369.290433,1,1,10,1,10,0,68.18335
2093.856333,1,1,9,1,10,0,33.703411
4769.799533,1,1,9,3,10,3,2773.7515
16150.72973,1,1,9,1,10,0,205.26137
648.8469726,1,1,10,1,9,0,114.24986
8957.217933,1,1,8,1,10,0,647.09637
10531.99773,2,1,8,1,10,0,207.78487
3967.016533,2,1,9,1,10,6,700.81897
1299.993233,1,1,9,1,10,0,2124.3074
3055.390333,1,1,10,1,10,7,583.50067
2393.944733,1,1,2,9,10,6,43.094147
3075.035533,1,1,10,11,9,6,100.92197
4163.252633,1,1,7,1,10,0,1036.7413
20314.07473,1,3,9,8,9,0,101.95571
16811.54473,2,1,8,1,9,0,443.78189
4038.375133,1,1,9,1,10,0,273.05066
8159.327333,1,1,10,9,10,8,443.5415
17495.39607,2,4,7,9,3,8,2983.4583
16008.76073,2,4,8,11,4,8,146.04738
2629.045133,1,1,10,1,10,0,865.21857
4520.615433,1,1,10,1,10,0,277.92365
7918.680333,2,3,9,1,9,0,248.26508
9197.574433,2,1,9,9,9,8,1022.3582
2887.418433,2,1,10,5,10,0,358.56387
3877.818533,1,1,10,8,10,10,164.42955
947.5753026,1,1,9,1,9,0,492.87991
8480.440633,2,3,9,8,9,3,97.874321
3351.549733,1,1,10,1,10,0,53.822132
1015.084933,1,1,10,1,10,6,468.69006
2450.648833,2,1,9,6,9,7,291.75638
3322.909333,1,1,10,3,10,0,242.37418
3789.657433,1,1,10,1,10,0,143.93381
19279.3584,2,1,5,9,10,0,406.90564
2994.757233,1,1,10,1,10,0,1241.7068
3556.705233,1,1,10,1,9,0,12.534173
2629.045133,1,1,8,1,10,0,581.20221
4448.686233,2,1,10,1,10,0,1331.4985
5661.780933,1,1,7,1,10,0,384.5452
1826.262033,1,1,3,1,9,0,584.29529
4954.142233,1,1,10,1,10,0,454.61255
683.7793426,1,1,10,1,10,7,108.19658
5840.176933,1,1,10,1,10,0,541.0553
12351.63873,1,2,10,9,10,8,698.41553
4332.728733,1,1,10,1,9,0,425.22107
3273.510133,1,1,10,5,10,7,61.69297
2323.582933,2,1,8,1,10,0,541.42932
17703.52573,1,3,9,1,9,0,33.40255
8554.651533,1,3,9,1,10,0,122.84553
3699.422333,1,1,9,1,10,0,471.92889
5215.790233,1,1,10,1,10,0,3528.936
7093.410333,1,1,9,1,9,7,249.48788
20679.19573,1,2,9,1,10,0,351.98727
818.3234126,1,1,10,1,10,0,1013.6509
2013.578033,1,1,10,1,9,5,217.6918
5919.525533,2,3,9,1,9,10,46.681709
4324.078333,1,1,9,1,9,0,1610.4562
622.0875726,2,1,5,8,9,0,4775.2021
916.4413326,1,1,10,1,10,0,191.0475
2242.952333,1,3,7,4,5,2,201.53207
29834.46873,2,1,10,6,9,6,490.83279
3396.581233,1,3,10,8,10,0,288.18301
4492.647133,1,1,10,6,10,8,885.99811
4413.007033,1,2,7,9,10,0,1081.9927
19933.47873,1,1,10,1,10,0,1696.8804
6179.129533,1,1,7,1,9,0,556.4668
8159.327333,1,1,9,11,10,11,242.75452
23479.10373,1,1,8,1,10,0,185.13925
4305.969433,1,1,9,1,9,0,22.504667
9816.459133,1,1,10,1,10,0,323.80188
6125.611033,1,1,5,1,10,0,158.39845
7980.931333,1,3,7,6,10,8,410.52264
5423.232133,1,1,10,1,10,0,320.31046
5198.944533,1,1,8,12,10,9,429.1254
3253.431833,1,1,9,1,5,7,748.9046
3387.228933,1,1,9,1,9,5,253.29355
10634.5704,1,1,10,1,10,4,32.428692
8750.099733,2,1,10,5,10,12,19.675983
19936.87873,1,1,3,9,9,8,777.24237
8141.487933,1,3,9,1,9,0,157.93001
11193.92173,1,1,10,1,10,0,42.0481
6925.717933,2,1,7,4,5,11,511.79117
4932.140333,1,1,10,1,10,0,698.98413
934.2809326,2,1,4,8,9,3,850.02417
4413.007033,1,1,10,1,10,0,1657.9103
9720.295133,1,1,8,9,9,8,862.98651
9854.091933,2,1,7,1,5,0,834.91394
292.0545526,1,1,10,4,10,6,1138.0483
4472.125133,1,1,10,3,10,4,805.17523
8063.299533,1,1,10,5,10,3,57.914078
10300.08173,1,1,10,1,10,0,970.80579
2197.682333,1,1,10,1,10,0,975.31268
3450.491133,2,1,5,1,10,0,314.1897
6196.969433,2,3,10,11,10,9,107.3021
9318.903533,1,3,9,7,9,5,121.16917
4680.601733,1,1,8,1,6,0,384.95398
5197.950333,1,3,8,8,9,7,526.2561
3950.733533,1,1,10,1,10,0,429.70413
15964.16273,1,1,10,1,9,8,2313.8223
1714.764333,1,1,10,1,10,4,883.22772
6821.356133,1,1,9,2,10,3,294.34134
12440.83673,1,4,9,11,9,8,167.48909
1335.672433,2,1,10,1,10,0,566.00214
720.2054926,1,1,10,1,10,0,813.62769
1142.967133,1,1,9,1,10,0,88.886162
8198.825333,1,1,8,1,10,0,1485.0564
16008.76073,1,1,10,12,10,10,1051.2271
1835.181833,1,1,9,1,9,2,432.06622
12781.57373,1,3,9,7,10,0,156.81192
936.3961026,1,1,5,1,10,0,396.76453
4018.798033,1,3,9,5,9,7,133.16025
2243.832233,1,1,9,11,10,0,217.56435
9918.953333,1,1,10,1,10,0,132.4335
10933.18173,2,1,5,1,9,7,828.40057
5349.587133,1,1,8,1,10,0,332.25473
2318.965033,1,1,10,1,10,0,271.3519
1291.073433,2,1,10,7,10,0,715.23248
3486.863433,2,3,9,1,9,0,40.656353
7534.941133,1,1,10,8,10,5,102.74382
1932.858333,2,1,10,1,9,4,140.35567
2361.450633,2,1,9,4,10,0,920.23981
14005.73673,1,3,7,1,10,0,107.04459
755.8846926,1,1,10,4,10,3,642.32373
4707.361033,2,3,8,8,10,0,61.882908
1656.785533,1,1,5,5,10,6,1025.3683
13454.02973,1,1,10,1,10,0,126.36834
964.0881326,2,1,10,1,10,0,302.33438
4113.028533,1,1,4,1,10,0,62.581779
17792.72273,1,1,10,1,10,10,1289.7582
8355.563633,2,1,3,1,10,0,304.8403
5064.153533,2,1,10,1,10,0,162.22964
10656.87473,2,3,8,9,9,8,28.310677
5228.154933,2,1,10,1,10,3,164.81769
7463.582733,1,1,10,1,10,0,45.564697
5840.176933,2,1,7,1,9,9,538.1059
5786.657933,1,1,10,1,10,0,538.11591
8533.960133,1,1,10,6,10,7,210.75644
3822.226933,1,3,9,1,9,0,77.612839
1579.892133,2,1,10,1,10,0,530.02155
1826.262033,1,1,10,1,10,0,98.22213
1068.078033,1,1,8,8,10,0,963.15497
3158.530733,1,1,10,8,9,4,242.0865
3125.878633,1,1,9,10,10,7,365.17844
8426.922033,1,1,5,12,9,9,292.51556
2158.886133,2,1,9,1,10,3,746.62292
3253.431833,2,1,7,6,10,9,19.993904
24928.57273,1,4,4,11,2,12,932.85614
5138.437633,1,1,10,1,9,0,503.54538
5305.880033,1,1,7,1,10,5,328.50293
9764.893733,1,1,9,1,10,0,338.96194
9408.101733,2,1,10,1,10,0,1120.4221
5929.375133,1,2,9,1,10,0,697.20502
5322.827833,1,1,10,1,10,0,193.55042
25463.75973,2,4,8,11,10,10,111.32633
1175.115733,1,1,10,1,10,0,99.87941
3208.832733,1,1,10,1,9,0,146.15779
3324.790233,1,1,7,1,10,0,705.39661
