income,sex,eth,focc,fedu,mocc,medu,weights
26444.93973,1,1,10,1,9,0,713.62201
1915.460133,1,1,8,9,9,8,439.82861
1623.115233,2,1,10,1,10,3,486.35751
6286.167633,1,1,9,1,10,0,266.41425
648.8469726,1,1,3,1,9,0,276.78381
1719.224333,1,1,7,7,10,0,1497.98
831.0955026,1,1,10,1,10,0,174.71501
14630.1134,2,4,9,10,10,8,314.39413
845.0828126,1,1,5,1,10,0,507.27032
3610.224333,1,1,5,1,9,0,656.83746
1870.861133,2,1,10,1,9,11,1584.4841
7610.712533,1,1,9,1,10,0,109.7804
6785.676933,2,1,8,1,10,0,32.999657
9301.063633,1,1,10,1,9,5,504.68195
10210.88373,2,1,9,1,10,0,466.75052
4234.611033,1,3,10,8,9,4,424.43918
2039.869833,1,1,10,1,10,0,171.92719
5883.569533,1,1,10,1,10,0,125.65129
1850.053833,1,1,10,1,10,0,220.52809
4328.150033,2,1,10,8,10,10,472.9379
1175.115733,1,1,10,1,10,4,273.63974
1425.832733,1,2,9,1,9,0,549.31299
3521.026033,1,1,8,1,9,4,823.95557
16518.96273,1,1,10,11,10,7,348.63943
3663.323133,1,1,10,12,10,8,1562.9872
4116.454233,1,1,5,9,9,8,41.61372
4524.505033,1,1,9,1,10,0,431.18106
2807.441333,2,1,10,1,10,0,3353.0608
3431.828033,2,1,10,1,10,0,198.13397
2450.648833,2,1,8,1,10,0,442.71307
916.4413326,1,1,8,3,10,0,117.37828
2588.265533,2,1,9,1,10,0,359.27231
2039.518233,1,1,8,1,10,0,558.58185
18506.30873,2,3,9,11,10,8,143.371
5108.752633,1,1,10,1,10,0,60.534714
5786.657933,1,1,8,1,10,0,538.11591
2700.403533,1,1,10,1,10,0,981.25293
1915.460133,1,1,8,1,9,0,910.57843
8587.478733,1,3,7,1,2,6,41.548042
14768.42673,1,4,3,11,2,10,370.77408
1993.608433,2,1,10,1,10,0,376.94775
3647.910333,2,1,10,4,10,0,360.93683
9220.785333,1,1,5,1,10,0,214.1266
11771.85073,1,1,8,9,2,8,193.32185
13752.04873,1,1,10,1,9,5,355.67075
827.2432126,1,1,10,1,10,0,259.05087
4502.205233,1,1,10,4,10,0,168.11208
18697.30873,2,3,9,1,10,0,218.46111
17346.73273,1,1,8,8,9,5,199.49782
3967.016533,1,1,10,1,9,4,3780.5715
4181.297533,2,3,10,1,10,0,174.59888
1166.195933,1,1,10,8,10,7,1611.5797
1388.315433,1,1,10,8,10,9,21.626253
21564.29073,2,3,7,9,9,7,2344.1353
6412.954233,1,1,10,10,10,0,601.70667
3521.026033,1,1,10,1,10,5,726.15723
6214.808733,1,1,5,1,9,7,564.40222
7980.115433,1,1,7,1,10,0,18.62887
8999.086133,2,1,9,1,10,0,752.87274
755.8846926,1,1,10,8,1,12,370.5264
17792.72273,1,1,10,10,9,0,1598.8796
1549.747833,1,1,3,1,9,10,271.56012
9550.818533,1,1,10,4,10,5,98.321411
4286.559733,1,1,9,2,10,8,536.22839
2548.766733,2,3,10,5,9,5,164.73219
23867.11573,2,1,9,1,9,7,507.43515
15830.36573,2,1,10,1,10,0,120.38789
3852.041633,1,1,10,1,10,0,327.61652
8180.966933,2,1,9,1,4,0,490.43109
21093.05273,1,1,10,1,10,7,67.140968
5108.240433,1,1,3,1,10,0,250.19223
1291.073433,2,1,8,1,10,0,134.60951
2807.441333,1,3,7,1,10,0,79.139587
23247.89873,2,4,9,1,10,0,280.0329
2882.374933,2,1,9,1,10,0,626.13586
2600.260433,1,1,10,1,9,0,589.93463
18340.48673,2,3,7,10,2,8,129.60835
1924.379933,1,1,7,1,10,0,545.4848
4011.615633,1,1,5,9,2,12,1836.1431
11203.45773,2,1,10,1,10,0,215.27176
5840.176933,2,3,7,1,9,6,278.75681
7465.319533,1,1,10,7,10,11,329.90842
3137.474333,1,1,10,7,10,4,44.750244
2307.486733,1,1,10,6,10,12,66.401154
15866.04373,2,1,10,10,10,8,202.86942
3117.854633,2,1,10,1,10,8,48.340664
666.6866326,1,1,7,1,9,0,1160.6281
2361.450633,1,1,8,1,9,0,1747.9512
4500.421533,1,1,9,1,9,0,388.63678
3060.936233,2,3,9,4,9,0,1129.9154
5178.326833,1,1,10,1,10,0,90.959991
18227.20173,2,3,7,4,10,5,312.84311
2816.604133,1,1,10,5,10,0,238.85693
7788.111033,2,1,8,1,10,0,766.9433
28496.49673,1,4,10,1,10,0,265.95538
4234.611033,1,1,10,1,10,0,225.18448
2181.987033,1,1,10,1,10,0,103.39586
2093.856333,1,1,7,1,9,0,160.16328
2629.045133,2,1,10,1,10,0,1520.3683
8293.125133,1,1,10,1,5,0,593.44031
4136.492833,2,1,10,1,10,0,451.5907
3778.231833,1,1,10,1,10,0,1038.8118
755.8846926,2,1,10,1,10,4,732.22498
11308.02073,1,1,7,11,9,0,695.20001
2004.658133,1,1,10,1,10,3,1003.6773
1469.469533,2,1,8,9,10,0,882.30194
6214.808733,1,2,6,9,10,0,439.29282
6107.771133,1,1,8,11,9,0,2071.3245
2807.441333,1,1,9,5,10,2,1436.3639
4925.896133,1,1,5,3,10,8,238.5968
3301.593233,1,1,9,1,10,0,352.39352
6948.310233,1,1,10,1,10,0,280.22165
19576.68573,1,3,9,1,9,7,122.49973
4413.007033,1,1,8,5,10,0,348.71277
8337.723833,1,1,10,1,10,5,86.376984
6375.365433,1,1,9,1,10,0,102.37804
7953.279933,1,1,10,1,9,0,122.04192
1059.158233,1,1,9,1,10,0,395.39868
2084.936433,1,1,10,1,3,0,380.66013
5929.375133,2,1,10,1,5,0,207.12466
5251.469433,1,1,10,10,10,6,268.35742
3106.254833,1,1,9,1,10,0,442.88107
7624.139333,1,3,7,6,10,10,129.15454
8890.752133,2,1,10,1,10,0,140.71924
6434.792133,2,3,9,4,9,0,3095.9194
4252.450333,1,3,9,1,9,0,40.831852
10488.95473,1,4,7,9,10,12,732.6615
5858.016733,1,1,10,1,10,0,203.79459
11834.28973,2,1,7,1,9,0,716.07721
8410.246233,1,1,10,1,10,0,124.78287
5572.582733,2,1,8,1,10,0,798.61401
1134.385633,1,1,9,5,9,4,1009.3179
3992.287733,1,1,10,1,10,8,39.708603
1558.667633,1,1,9,1,9,0,1279.9014
6901.634433,1,1,8,8,9,4,501.98425
3565.625133,1,1,10,1,10,0,591.54883
7945.252133,1,3,7,8,9,5,272.75964
4413.007033,2,1,8,1,10,0,103.74713
7624.139333,1,3,7,8,5,7,31.815414
5475.013333,1,1,9,1,9,0,111.71712
13868.00673,1,3,8,5,3,10,144.98146
4112.409333,1,1,8,6,9,4,200.83492
11798.61073,1,1,8,7,9,6,226.87987
16008.76073,1,1,9,1,9,0,807.33081
4390.096333,1,1,10,1,10,0,269.85291
13930.44573,1,3,2,6,10,5,245.37016
1625.566333,2,1,7,8,9,0,228.94041
7891.733533,2,1,9,1,10,0,239.01637
1737.063933,2,1,10,1,10,0,1122.0004
24677.03373,2,1,10,1,9,0,1196.6975
1380.271533,2,1,5,1,10,0,507.11057
8456.524633,1,1,9,7,7,9,305.05777
6879.744833,2,3,9,1,5,0,137.10417
3012.596833,1,1,10,1,10,0,770.5437
11241.90073,1,3,9,6,10,6,64.610168
845.0828126,1,3,7,5,10,8,72.737602
7579.540233,1,1,9,6,10,3,554.6781
2191.974333,1,1,8,6,10,0,440.33853
7508.181333,2,1,8,1,9,0,516.56738
1169.627233,1,1,8,1,9,0,1043.1466
4609.242833,1,1,9,8,9,7,1349.1743
22615.06673,2,1,9,1,10,0,50.320179
2655.804333,1,1,10,1,10,0,93.837128
4792.267233,1,1,10,1,10,0,981.13861
18512.36173,2,3,7,1,10,8,57.992878
6411.044633,1,3,2,8,10,7,43.158466
3119.634733,1,1,10,1,10,0,788.81506
6821.356133,2,1,7,1,10,0,2082.1726
2860.960133,2,1,8,1,10,0,681.48053
2629.045133,2,1,10,1,10,0,285.00974
9515.138833,1,1,10,1,10,6,169.22919
7011.505033,1,1,10,1,10,0,184.61125
26444.93973,2,1,7,8,9,6,713.62201
9961.128733,1,1,7,1,9,0,150.01932
10300.08173,1,1,10,12,2,12,227.55637
19130.69573,2,4,5,9,2,9,242.72691
577.4885126,1,1,10,1,9,0,441.40356
4430.846833,1,1,10,1,10,5,62.390919
4216.771133,1,1,9,1,10,0,48.698238
7228.563133,1,1,8,4,10,9,359.40012
1003.645533,1,1,9,4,9,5,562.70862
1220.565233,1,1,10,1,10,0,523.55511
2272.252633,1,1,7,5,9,0,373.64194
3788.620533,1,2,7,11,5,12,451.51404
7891.733533,2,1,5,1,5,7,177.8849
3030.436433,1,1,10,3,10,0,173.93539
1228.805433,1,1,9,7,5,4,255.48309
14164.01873,1,1,10,1,10,0,110.6302
943.2007326,1,1,9,1,9,0,614.04211
4101.441133,1,1,9,1,10,0,119.93479
496.9210726,1,1,10,1,10,0,410.70163
7051.963033,1,1,7,8,9,2,98.037613
577.4885126,1,1,8,1,10,8,265.40662
4370.977233,1,1,9,1,10,0,516.44275
2629.045133,1,1,10,1,10,0,531.75555
2474.107333,2,1,10,1,9,0,519.37958
4290.396633,1,3,9,1,9,3,95.459229
4279.210133,1,3,9,1,10,0,261.42123
9569.908333,1,1,10,1,10,0,1344.6172
8025.530433,1,1,7,1,10,0,403.53851
18123.31873,1,1,7,9,9,8,723.3313
24677.03373,1,1,10,1,9,5,1196.6975
12722.40507,1,4,7,7,9,9,653.44263
6982.804833,1,3,6,11,9,6,27.322264
6428.884433,1,1,10,1,10,0,44.115139
3877.818533,1,1,8,2,10,0,479.97458
6241.568533,1,1,10,7,10,8,65.904251
2860.781133,2,1,7,7,7,8,177.88518
7356.544633,2,1,8,6,3,10,233.63692
29031.68573,2,4,7,6,10,7,931.85614
7517.101233,1,1,5,1,9,0,602.07568
3204.372733,2,1,10,1,10,5,161.66698
11290.18173,1,1,9,1,9,0,507.89719
12886.82773,2,1,3,9,10,0,579.63562
4520.621733,1,1,10,1,10,0,504.70303
4832.238433,1,1,10,1,10,4,35.468681
14522.1264,1,3,7,11,10,10,1651.9059
11332.67273,1,4,6,9,9,8,297.16873
2936.429333,1,1,8,1,9,5,1279.7366
13213.09173,1,1,5,9,3,7,130.08295
2341.332733,1,1,10,1,10,0,792.86108
2539.846833,1,4,7,1,10,10,688.07776
666.6866326,2,1,9,9,9,5,129.70058
6910.554333,1,1,10,7,10,8,194.64813
1752.362033,1,3,9,1,10,0,20.4256
11608.32173,1,1,10,1,10,0,474.14041
1349.784233,1,1,7,1,10,0,136.33919
3484.517033,1,1,9,9,10,12,102.2862
6527.002133,1,1,8,9,10,6,1133.7361
9586.497233,1,1,10,1,10,0,736.966
7285.186233,1,1,9,1,10,0,605.5708
1220.885833,1,1,10,1,10,0,147.89175
2932.318533,1,1,10,3,10,11,943.12823
12053.25473,2,1,2,9,10,0,292.09561
20254.59173,2,1,8,1,2,12,248.66417
22252.62873,1,1,8,11,2,12,456.09488
3453.810933,1,1,10,1,10,0,1486.36
12223.87273,1,1,10,3,9,0,513.1452
3754.381033,1,1,10,1,10,0,229.63507
4828.551933,2,1,10,1,10,0,57.447311
6459.539233,1,3,7,1,9,0,13.750354
854.0026126,1,1,10,1,9,0,1022.5262
8203.926933,2,1,8,5,9,4,37.872169
18968.16573,1,1,9,1,9,0,268.03143
1201.875333,2,1,8,1,10,3,1114.239
10879.87073,1,1,8,1,9,8,780.26587
2629.045133,1,1,3,1,10,0,1121.5562
