outcome,income,sex,eth,focc,fedu,mocc,medu,weights
2,1915.46013262842,1,1,10,1,10,0,612.76782
3,6821.35613262842,1,1,9,1,10,0,168.40146
3,5438.78533262842,2,1,5,8,9,4,283.71094
2,1627.74163262842,1,1,10,1,10,0,319.27902
3,8869.21403262842,1,1,10,1,10,0,146.73709
4,15449.40073262842,1,3,9,8,9,7,76.012962
2,1968.97903262842,1,1,10,1,10,0,446.81711
3,2093.85633262842,1,1,9,3,9,5,206.98883
3,2361.45063262842,1,1,8,9,10,8,380.19101
3,3306.95063262842,1,1,9,3,9,2,252.88312
3,2629.04513262842,1,1,10,1,10,0,433.96042
3,2996.46993262842,1,1,9,1,10,0,331.05157
3,12708.43073262842,1,3,5,11,9,10,149.74242
3,13978.017065961752,1,3,9,11,8,8,256.43546
3,2076.01673262842,1,3,10,11,10,9,830.4364
4,27033.64673262842,1,1,5,5,10,4,490.35458
3,5840.17693262842,1,1,10,1,10,0,1628.9861
3,6214.88983262842,1,1,10,6,10,4,1307.9169
3,3227.91223262842,2,1,7,12,3,7,303.63672
3,9729.21403262842,2,3,7,8,10,5,213.80618
1,916.44133262842,1,1,10,1,10,0,191.0475
3,3545.49943262842,1,1,10,1,10,0,251.67624
4,18810.47473262842,1,1,10,1,9,0,241.00706
4,29388.47673262842,2,1,10,8,10,7,756.84467
3,7338.70523262842,1,1,9,1,10,0,942.81732
3,9445.11543262842,2,1,10,1,10,0,408.45914
1,723.44847262842,1,1,10,1,10,0,345.99789
3,3744.02143262842,1,1,5,6,9,7,1113.1213
1,733.58519262842,2,1,10,1,10,0,3205.3379
3,11548.85573262842,1,3,7,8,9,5,65.134697
3,10317.92173262842,2,1,9,1,9,0,161.8707
3,13564.73373262842,1,1,7,1,9,0,334.98526
3,3512.10633262842,1,1,10,1,10,0,474.86487
3,5617.18183262842,1,1,10,1,10,0,191.49374
4,28874.02173262842,2,3,9,1,9,0,39.949116
2,1469.46953262842,2,1,10,1,10,0,284.82501
2,1505.14883262842,1,3,7,9,9,6,318.6022
3,11846.182399295087,1,4,3,11,5,12,713.06543
3,2425.26063262842,1,1,10,1,10,0,264.36768
4,17002.71473262842,2,1,10,1,10,0,237.17761
4,16846.77773262842,1,1,10,1,10,0,346.12878
3,9204.11053262842,1,1,10,3,10,8,968.33124
3,2517.31533262842,1,1,9,8,9,7,513.5451
3,4045.64343262842,1,1,10,8,10,5,81.897598
3,2208.34073262842,1,3,9,1,9,0,158.64963
3,2272.25263262842,1,1,10,1,10,0,573.23608
4,20998.50373262842,1,3,7,1,9,0,225.22383
4,22270.31273262842,1,4,9,9,10,8,386.2225
3,7401.14373262842,1,1,10,1,10,4,116.39137
3,5644.77263262842,1,1,10,1,10,0,96.688301
3,10168.32373262842,1,1,10,1,10,6,245.78671
4,16675.07273262842,2,1,10,1,10,3,131.5925
3,2912.25063262842,1,1,8,1,10,0,819.74139
3,13527.98073262842,1,1,10,1,10,0,115.0089
4,17792.724065961753,1,4,8,9,2,12,412.49426
3,2539.84683262842,1,1,9,7,9,4,552.927
3,5966.75703262842,1,1,8,1,10,0,106.89085
3,10152.52773262842,1,2,10,10,10,12,1239.6902
3,3592.38473262842,2,1,7,4,9,0,90.707748
2,1623.57563262842,2,1,10,1,10,0,486.14426
3,9118.93473262842,1,1,5,8,9,0,111.53474
3,6357.52603262842,1,3,9,1,10,0,385.38663
3,2213.54733262842,2,1,10,1,10,0,64.242111
3,5786.65793262842,1,1,9,7,10,7,148.50557
3,3821.94083262842,1,1,10,1,9,4,210.17018
4,16692.61339929509,2,1,8,1,10,0,553.30011
3,14224.79873262842,2,1,10,10,10,10,677.1142
4,18536.040399295085,2,3,7,9,10,0,2559.1667
3,2976.91763262842,1,1,10,1,10,0,213.16518
3,6250.48843262842,1,1,8,4,10,0,827.53296
3,3075.03553262842,1,1,10,1,10,0,250.37834
3,10656.874399295086,2,1,5,9,10,6,1735.4568
3,4502.20523262842,1,3,7,9,7,8,303.6586
2,1826.26203262842,2,3,9,4,10,0,938.11725
3,12794.95373262842,2,1,8,9,10,6,184.79399
3,5730.46303262842,2,1,8,1,10,0,581.72711
3,3699.42233262842,2,1,9,4,9,0,683.07013
3,2183.05433262842,2,1,10,1,10,8,845.88531
3,3695.67323262842,1,1,10,1,10,0,2907.4866
3,6036.41273262842,1,1,8,1,5,7,312.25928
3,3859.97893262842,1,1,9,1,9,0,60.727169
3,4823.31853262842,1,1,8,1,9,0,402.91583
3,9347.58903262842,2,1,8,1,9,0,3587.1453
1,924.43962262842,1,1,10,1,10,0,96.972733
3,4662.76193262842,2,1,8,6,9,0,131.55392
3,3877.81853262842,1,1,10,5,10,8,164.42955
2,1968.97903262842,1,1,8,1,10,0,83.079185
2,1353.51203262842,1,1,10,1,10,0,123.20223
2,1737.06393262842,2,3,9,10,10,5,160.05234
1,425.85170262842,1,3,9,1,10,8,130.88229
2,1627.35023262842,1,3,10,1,10,0,186.71106
3,5822.46793262842,1,1,5,1,5,10,397.30963
3,4172.17203262842,1,1,10,1,9,0,41.552109
4,24128.90073262842,1,3,8,11,9,7,106.38248
3,3859.97893262842,1,1,7,9,10,8,122.02184
2,1737.06393262842,2,1,10,11,10,10,262.65503
3,2843.12053262842,1,3,6,8,5,7,56.648861
3,5579.33073262842,1,1,10,1,10,0,565.25275
3,6464.56363262842,1,1,10,1,10,0,183.05508
3,3796.07193262842,2,1,9,1,10,0,110.66919
3,8337.72383262842,1,1,10,1,10,0,372.53455
3,7463.58273262842,2,1,9,6,10,6,110.08557
4,23867.11573262842,1,1,8,1,6,7,507.43515
3,11370.45973262842,1,3,5,1,9,0,19.174757
3,4413.00703262842,2,1,8,1,10,11,297.27838
2,1737.06393262842,2,3,7,11,9,4,150.29092
2,1362.43183262842,1,1,9,1,9,0,127.26205
3,3806.46013262842,1,1,7,11,2,12,382.50851
3,11245.58173262842,1,3,7,1,10,0,93.295601
3,7891.73353262842,1,1,10,9,10,4,459.56186
3,5019.55433262842,2,1,9,1,9,0,39.752861
3,3886.73843262842,1,1,9,1,10,4,508.01617
3,5524.14133262842,2,1,2,9,10,8,276.47284
3,10888.78973262842,1,1,10,1,10,0,212.89275
4,17971.11973262842,1,1,10,1,9,3,2004.0641
3,11932.40773262842,1,1,10,1,10,0,260.90955
4,16766.94573262842,2,4,7,9,5,8,222.1391
1,622.08757262842,1,1,9,3,10,7,1005.1299
3,3164.23353262842,2,1,10,1,10,0,241.88654
3,7534.94113262842,1,1,10,1,10,8,270.12259
3,2875.91053262842,1,1,10,11,10,0,153.33022
1,800.92009262842,1,1,5,1,10,0,453.39786
3,5822.33713262842,2,1,10,5,10,0,49.348743
3,2205.72063262842,2,3,7,11,10,12,206.35831
3,9666.77553262842,1,3,9,9,10,3,102.71165
3,2629.04513262842,2,1,10,1,10,0,319.50778
3,6241.56853262842,2,1,3,4,10,0,189.55887
3,3493.37463262842,2,1,9,2,10,0,320.2019
3,2486.32803262842,2,3,8,10,9,7,84.377281
3,11145.08973262842,1,1,9,4,9,6,153.14127
3,5750.97873262842,2,1,10,7,10,0,890.03467
3,7445.74283262842,1,3,9,5,10,0,2591.6467
3,3271.27143262842,1,1,8,1,10,0,252.08138
4,21628.24273262842,1,4,7,11,2,8,1858.5194
1,755.88469262842,2,1,9,1,5,7,4265.6133
3,3360.46943262842,1,1,9,1,10,0,127.04911
4,16454.75173262842,1,1,10,1,10,0,879.43427
3,5197.95033262842,1,1,10,1,10,3,1058.4469
3,8926.43183262842,1,3,8,8,6,7,103.28754
3,8445.04513262842,1,1,9,5,10,4,951.04498
3,4000.01993262842,1,1,10,1,10,0,260.83688
4,17614.32673262842,1,1,3,8,2,12,272.85678
3,7784.69553262842,1,3,9,9,9,7,27.878918
3,3612.10563262842,2,1,10,1,9,8,1206.0157
3,4323.80923262842,1,1,10,1,10,0,120.62775
3,2807.44133262842,1,1,10,1,2,12,383.48636
3,5304.98843262842,1,1,8,6,10,12,660.14087
3,6249.96843262842,1,1,9,1,10,0,276.56635
3,2147.37513262842,1,1,9,1,10,0,388.80255
4,17792.724065961753,1,4,7,11,1,11,178.95837
2,1308.91303262842,1,1,10,10,10,0,220.94873
3,2093.85633262842,1,1,9,1,9,0,157.36555
3,11310.99373262842,1,4,9,11,2,12,185.51445
3,10746.07273262842,1,4,9,11,10,10,743.5343
3,4404.89613262842,1,1,10,1,10,0,493.83902
3,14670.78973262842,1,1,9,2,7,1,78.056694
4,20692.902399295086,1,1,10,1,10,0,435.71277
3,3396.1488326284198,1,1,9,2,9,2,392.81317
3,9274.30383262842,1,1,9,4,10,0,164.53265
3,9274.30383262842,2,1,10,9,10,11,30.322721
3,3342.62983262842,2,3,7,8,9,8,196.42786
3,3271.27143262842,1,1,10,1,10,0,342.21295
3,4305.96943262842,2,1,10,1,10,0,215.17204
3,5481.93913262842,1,1,10,1,10,0,291.41754
4,17346.73273262842,2,1,9,1,9,8,399.61584
3,9764.89373262842,2,1,9,6,10,0,2285.7598
3,5117.67203262842,1,1,10,1,10,0,596.94635
2,1393.78823262842,1,1,8,10,10,7,1055.0405
3,12440.837399295087,1,2,7,6,10,10,229.22403
3,14670.78973262842,2,1,10,2,10,7,78.056694
2,1014.55923262842,2,1,10,1,10,3,466.13065
3,13689.61073262842,1,1,10,5,10,7,103.19017
3,3833.21943262842,1,1,9,7,9,5,213.69296
3,11064.380399295087,1,1,10,4,5,12,588.9585
3,5220.25013262842,1,1,9,1,9,2,191.90288
3,2539.84683262842,2,1,6,1,10,4,307.74493
3,13065.22373262842,1,1,8,10,10,0,397.09259
3,3342.62983262842,2,1,5,11,10,5,314.13107
3,3271.27143262842,1,1,10,1,10,0,215.66422
3,4563.46013262842,1,1,7,1,9,0,824.86072
3,5170.15353262842,1,1,10,1,10,0,771.5083
3,2355.17863262842,1,1,10,1,10,0,50.922405
3,4002.69593262842,1,3,9,1,9,0,92.949806
3,3418.44813262842,1,1,10,1,10,0,560.36377
3,11223.92673262842,2,3,2,11,2,10,128.95387
3,6210.04953262842,1,1,8,1,10,0,236.56508
3,12084.04373262842,1,1,9,3,9,0,59.240223
3,2406.04973262842,1,1,10,1,10,0,680.198
3,7143.17153262842,2,3,9,1,10,0,13.33421
3,13495.40073262842,2,1,10,11,10,8,214.65509
3,10924.46873262842,2,1,10,1,10,11,80.994041
3,2165.21473262842,1,1,10,1,10,0,79.626259
4,15434.19873262842,2,1,5,9,9,8,177.62726
3,4653.84193262842,1,1,8,1,10,0,797.10211
3,4413.00703262842,1,1,10,1,10,10,104.64944
3,6280.51093262842,1,1,5,9,9,8,517.32428
3,7088.95033262842,1,1,8,9,9,7,92.01487
3,12887.42073262842,1,1,8,6,10,6,123.03873
3,5304.98843262842,1,3,7,8,9,11,106.77683
3,4056.21453262842,1,3,9,8,9,10,119.61504
3,8730.19553262842,2,1,9,1,7,0,273.43674
3,6209.18813262842,1,1,10,1,10,0,250.51981
3,3414.76703262842,1,1,10,1,9,0,712.25739
4,20736.26173262842,1,1,10,7,10,5,258.90634
3,3306.95063262842,1,1,6,1,10,0,253.49394
2,1076.99783262842,1,1,8,1,10,0,1003.3842
3,2414.96963262842,1,3,10,1,9,0,90.54023
3,3833.21943262842,1,1,9,9,9,5,209.79832
3,6527.00213262842,1,1,8,12,10,5,1133.7361
1,912.34282262842,1,1,9,5,9,0,75.849594
3,2093.85633262842,1,1,10,1,10,0,68.435349
2,1045.75453262842,1,1,10,1,10,0,257.48123
3,6518.08273262842,1,1,10,1,10,0,452.42529
3,4056.21453262842,1,1,10,1,10,0,255.30176
2,1603.26673262842,1,1,10,1,10,0,461.91937
3,2550.75113262842,1,1,7,10,9,3,257.63715
3,11661.840065961753,1,1,9,1,5,0,496.9538
3,3324.79023262842,2,1,10,1,10,0,163.26523
2,1627.69613262842,1,1,7,1,10,0,654.91693
3,5041.39913262842,1,1,3,1,10,0,137.04071
3,2432.80923262842,1,1,3,1,3,0,455.98587
3,4903.59683262842,1,1,7,1,10,6,744.70642
3,5046.21453262842,1,1,10,1,10,0,1331.0336
3,5033.18133262842,1,1,9,1,10,0,815.90088
4,26117.880399295085,1,1,9,8,9,10,418.22427
3,2785.5890326284198,2,1,10,12,10,8,2831.8489
3,13806.25673262842,1,1,10,1,10,0,70.049553
2,1735.33393262842,1,1,9,1,9,6,467.34915
3,2129.53553262842,1,3,5,8,10,0,26.020029
3,5368.19643262842,1,1,5,8,9,4,436.34274
3,9140.50703262842,1,1,8,1,1,12,165.08907
3,3877.81853262842,2,1,9,7,9,7,1953.9266
2,1588.12163262842,2,1,7,6,10,3,709.95996
3,2414.96963262842,2,1,9,1,10,0,379.14673
2,1712.12863262842,1,1,10,1,10,0,161.61301
3,9318.90353262842,2,1,4,1,10,0,236.59935
2,1897.62053262842,1,1,7,1,10,3,96.780914
3,3467.90663262842,1,1,10,1,10,0,2262.7419
3,6375.36543262842,1,1,9,1,10,8,458.99045
3,2896.63933262842,1,3,7,8,9,0,296.97052
3,2361.45063262842,1,1,8,1,9,0,385.26373
2,1228.63473262842,1,1,10,1,10,4,134.51138
4,24185.255399295085,1,1,10,8,10,0,492.36615
3,5750.97873262842,2,1,10,1,10,0,323.48544
3,6478.65933262842,2,1,5,12,10,0,309.04739
2,1811.98513262842,1,1,10,1,9,0,344.90854
4,18729.30273262842,1,3,7,1,9,0,43.363171
2,1380.27153262842,1,1,10,1,10,0,351.66174
3,3075.03553262842,1,1,10,1,10,0,250.37834
2,1111.21553262842,2,1,7,1,9,7,2265.3799
3,4124.00553262842,1,1,10,1,9,0,596.51672
3,11308.02073262842,2,1,7,1,9,0,695.20001
3,2163.10023262842,2,1,10,1,10,0,97.271561
3,4591.40353262842,1,1,8,1,3,0,108.06322
2,1554.20783262842,1,1,10,1,10,0,35.241474
3,2896.63933262842,2,1,8,1,10,0,2370.6526
1,648.84697262842,1,1,10,1,10,0,557.42712
3,2316.85173262842,1,1,8,1,9,0,471.95288
3,10709.74373262842,1,1,10,1,10,0,26.762455
2,1469.46953262842,2,1,10,1,10,4,858.92499
3,2629.04513262842,1,1,7,5,9,0,282.38467
3,2869.87983262842,1,1,7,1,9,3,189.89923
2,1808.42243262842,1,1,10,1,10,0,301.01691
3,5750.97873262842,1,1,10,1,10,0,262.70746
2,1362.43183262842,1,1,7,11,9,11,144.38022
3,2227.65353262842,1,1,8,8,9,2,577.34149
3,6732.15793262842,2,1,10,1,10,0,1438.1923
2,1915.46013262842,2,3,9,10,10,5,330.34665
1,987.7998326284201,1,1,10,3,5,10,303.8569
3,7963.09193262842,1,1,9,1,10,4,311.37515
3,7310.61833262842,1,3,9,1,9,0,189.01836
2,1326.75263262842,1,1,10,1,10,0,1080.4459
4,15830.36573262842,1,3,6,1,9,10,134.77292
3,3146.39393262842,1,1,10,6,9,0,90.277382
3,5305.88003262842,2,1,8,1,10,0,328.50293
3,7338.70523262842,2,1,9,1,10,0,942.81732
3,11102.86573262842,1,1,10,10,10,0,137.99638
2,1824.58923262842,2,1,8,1,9,0,250.11938
4,25166.07673262842,1,4,7,11,10,9,356.92618
2,1995.34353262842,1,1,7,1,10,0,95.496452
3,3710.01063262842,2,1,10,1,9,5,175.24916
3,2183.05433262842,2,1,9,9,9,4,695.25153
3,9970.04873262842,2,1,9,5,10,0,78.16227
3,12794.95373262842,2,1,8,7,10,4,184.79399
3,4876.83753262842,1,1,9,3,9,4,628.94757
3,4502.20523262842,2,1,10,1,10,7,817.91925
2,1737.06393262842,1,1,8,11,9,9,403.93393
3,2771.76193262842,2,3,10,1,10,0,369.98447
2,1783.58723262842,1,1,8,1,10,0,899.95062
3,9318.90353262842,2,1,10,9,10,2,1067.8121
3,4100.81363262842,2,1,10,1,10,0,2237.1277
4,18716.81673262842,1,3,9,1,9,4,200.28999
3,5750.97873262842,1,1,9,1,10,0,153.42848
2,1626.99223262842,2,1,10,1,10,9,195.05986
3,2254.41303262842,1,1,5,9,10,0,741.05548
2,1623.11523262842,2,1,10,1,10,3,486.35751
3,3704.31953262842,1,1,10,10,9,11,144.65303
3,2130.42183262842,2,1,8,1,10,0,1311.9287
3,2183.05433262842,2,1,2,12,10,8,3269.9849
3,2896.63933262842,1,1,10,1,10,0,364.41351
3,5358.50703262842,2,1,10,1,10,7,856.03223
3,2946.59023262842,2,1,9,6,9,0,1260.5706
3,2209.81393262842,2,1,5,1,9,0,391.7522
4,18506.30873262842,1,4,9,11,10,12,521.71564
3,6009.65353262842,2,1,8,4,9,10,1766.7242
2,1291.07343262842,2,1,10,1,10,0,300.10464
3,4132.94253262842,2,1,10,1,10,10,134.99001
3,2361.45063262842,2,1,5,1,10,0,540.76624
3,2076.01673262842,2,3,9,1,9,0,55.908897
3,3289.11103262842,1,1,10,2,10,6,253.89809
3,2414.96963262842,1,1,9,1,10,0,180.19672
3,6375.36543262842,1,1,5,1,10,2,886.3385
3,5356.13443262842,1,1,10,1,10,0,301.17346
3,3298.03093262842,2,1,9,5,9,0,1302.26
4,16900.74273262842,1,1,9,1,10,0,79.605263
3,9854.09193262842,1,1,7,6,9,0,167.64995
3,3877.81853262842,1,1,10,1,10,0,268.71176
3,4832.23843262842,2,1,7,7,10,0,89.446571
4,25909.75173262842,1,1,8,11,10,7,710.65881
3,13868.00673262842,1,1,5,3,9,8,394.60361
3,9764.89373262842,2,2,3,4,7,3,261.61746
3,2629.04513262842,1,3,9,9,4,8,62.843258
3,4591.40353262842,1,1,10,1,10,0,62.874359
3,4992.79513262842,1,1,10,9,7,12,118.04092
3,4395.16763262842,1,1,10,1,10,0,528.74652
3,9854.09193262842,2,1,10,1,9,0,562.37872
3,6196.96943262842,1,1,10,1,10,0,539.83197
3,3431.82803262842,2,1,8,1,10,7,481.47195
4,24677.03373262842,2,1,9,7,6,6,1196.6975
3,7356.54463262842,1,1,3,1,10,1,28.202673
3,2629.04513262842,1,1,9,5,9,3,319.50778
3,14224.79873262842,2,3,7,12,10,10,2586.2966
3,2242.23873262842,2,1,9,1,9,0,177.49864
4,29163.22473262842,1,1,8,8,9,5,302.10034
3,2401.14963262842,1,1,9,1,10,0,382.61386
1,934.28093262842,2,1,10,1,10,0,905.46118
3,2920.88913262842,1,1,7,1,10,0,346.99112
1,452.61113262842,1,1,10,1,9,0,217.51022
1,415.80952262842,1,1,9,1,10,0,102.05056
1,943.20073262842,2,1,10,1,10,0,451.0965
3,7722.25703262842,2,1,8,1,10,0,220.70361
3,7088.95033262842,2,3,7,8,10,4,181.64098
3,5661.78093262842,1,1,10,1,10,0,123.52792
4,18387.37773262842,1,1,10,1,10,0,561.72833
3,6785.67693262842,1,1,8,1,9,0,32.999657
3,3788.62053262842,2,1,7,7,10,8,166.03653
3,2896.63933262842,2,1,5,1,10,0,974.65912
3,2142.11463262842,1,1,5,1,10,0,362.84827
3,6879.74483262842,1,3,9,1,7,0,137.10417
3,11548.85573262842,2,1,9,1,10,0,591.6748
3,5822.46793262842,1,1,10,4,9,6,397.30963
3,3083.66793262842,1,1,7,1,10,0,406.56891
1,648.84697262842,2,1,5,1,9,0,276.78381
2,1291.07343262842,1,1,9,1,10,0,327.68243
3,8935.35173262842,2,1,9,1,10,0,1094.6334
3,11374.97573262842,2,1,8,8,10,11,211.73407
4,16811.54473262842,1,1,7,10,10,8,216.13943
3,10702.36073262842,1,1,10,1,10,0,343.99802
3,3859.97893262842,1,3,8,7,6,5,241.72197
3,5943.88693262842,1,1,10,1,10,0,103.4451
3,2076.01673262842,1,1,10,1,9,0,425.80765
2,1603.26673262842,2,1,9,1,10,0,340.90576
3,2852.60783262842,1,2,10,1,10,0,446.60019
3,10924.46873262842,2,1,8,6,10,10,697.49713
4,18907.699399295085,2,1,10,1,10,0,358.90399
3,2357.42153262842,1,1,10,1,10,0,44.933174
3,3806.46013262842,1,3,10,8,10,6,124.52286
4,18967.375065961754,2,4,3,11,2,11,352.92538
3,8819.39373262842,2,1,7,1,10,0,326.40512
3,10286.11873262842,2,1,7,1,10,0,163.4512
3,2618.60373262842,1,1,8,1,10,0,255.48216
3,5069.50503262842,2,1,10,1,10,8,132.05823
3,7410.06363262842,1,3,7,1,9,4,40.202599
3,2539.84683262842,1,1,5,2,9,2,381.79776
2,1424.87053262842,2,1,9,1,10,0,519.21039
3,6732.15793262842,1,1,10,1,10,0,1438.1923
4,15418.15673262842,1,3,9,1,10,2,55.782482
3,3869.01333262842,1,1,9,1,9,0,519.22565
3,2538.95503262842,2,3,7,12,5,12,96.108467
3,8926.43183262842,2,3,7,1,6,0,103.28754
3,5450.85223262842,1,1,10,1,10,0,902.2981
3,4328.15003262842,1,1,8,1,10,0,472.9379
2,1076.99783262842,1,1,9,1,10,0,417.23145
3,10757.40373262842,1,1,8,6,10,0,46.155048
3,3592.38473262842,2,1,9,9,9,10,245.54326
3,9051.30873262842,1,1,10,1,10,0,140.20256
3,4644.92203262842,2,1,10,1,10,0,70.882568
3,7873.89373262842,1,1,8,1,10,0,212.75446
3,3174.09143262842,1,1,10,1,10,0,57.381054
3,7463.58273262842,1,1,10,12,10,0,45.564697
3,3057.19593262842,1,1,8,4,10,7,106.36333
3,8525.04023262842,2,1,10,4,10,8,250.23819
3,4323.80923262842,2,3,8,9,10,8,113.19245
2,1527.66623262842,1,1,10,1,7,8,722.50458
3,7098.09583262842,1,1,10,1,10,0,757.39093
1,443.69133262842,2,1,10,1,10,0,379.69177
3,5969.51433262842,1,3,10,10,10,10,41.501499
3,2049.25723262842,1,1,10,1,10,0,144.63167
3,9495.69843262842,1,3,9,10,9,0,307.61032
3,5422.35763262842,1,1,10,1,10,0,471.48633
3,7891.73353262842,2,1,3,1,10,0,181.34009
3,2771.76193262842,1,1,10,1,10,3,66.537117
3,8639.21403262842,2,1,5,7,10,4,163.49812
3,3509.90423262842,1,1,10,1,10,0,85.696144
3,2004.65813262842,1,1,8,1,10,0,816.92542
3,2273.11203262842,1,1,10,2,9,7,407.51553
3,2013.5780326284198,2,1,7,1,10,0,217.6918
3,5037.39373262842,2,1,10,6,5,11,241.65773
2,1027.07023262842,1,1,10,10,9,3,72.035728
3,2473.17913262842,1,1,8,8,5,4,645.14697
3,4600.32343262842,1,1,9,1,10,0,607.24933
3,12440.83673262842,2,1,10,1,10,11,96.282745
3,11994.84673262842,1,1,9,8,10,4,994.37231
2,1221.69183262842,1,1,10,4,9,0,338.85782
3,4216.77113262842,1,1,10,7,4,11,275.70331
4,16900.74273262842,2,1,10,9,10,0,578.89722
3,4945.07293262842,2,1,10,1,3,0,126.81985
3,2049.25723262842,1,1,9,1,10,0,563.41803
4,28202.14273262842,1,1,10,1,10,3,584.09711
3,2771.76193262842,2,1,10,1,10,0,128.0226
2,1897.62053262842,1,1,10,1,10,0,435.81036
3,3293.81173262842,1,1,9,1,9,0,397.00952
3,11251.528732628421,2,4,7,11,4,8,389.2366
3,7490.34193262842,1,1,9,1,9,0,39.517838
4,15756.01873262842,2,1,10,9,9,8,812.34747
1,729.42851262842,2,1,10,10,10,3,703.41498
3,5643.94113262842,1,3,9,1,10,0,37.71537
3,2967.99773262842,1,1,8,1,9,0,77.868271
3,4991.01093262842,1,3,9,1,10,0,643.71887
3,4484.36593262842,1,1,7,1,5,10,326.95468
4,23691.39473262842,2,1,8,1,10,5,1217.1432
2,1642.18863262842,2,1,10,1,10,0,245.80661
4,29523.66273262842,2,2,9,1,9,0,184.46292
4,24214.98673262842,1,1,9,1,10,1,150.7175
2,1737.06393262842,1,1,10,1,10,0,277.66718
3,12039.44573262842,1,1,8,1,10,6,117.13864
3,5171.19113262842,1,1,10,1,10,0,702.06104
1,845.08281262842,1,1,8,6,10,5,160.92848
3,6642.96013262842,2,3,10,10,9,12,1654.2493
4,27872.10973262842,1,1,10,1,10,0,58.106289
3,6187.97523262842,1,1,10,1,10,0,69.868423
3,4484.36593262842,1,1,10,1,10,0,44.874702
3,9675.69553262842,2,1,10,1,10,0,330.90121
3,2357.20773262842,2,3,9,9,10,8,587.89117
3,10679.60073262842,1,1,10,1,10,0,385.13736
3,2869.87983262842,1,1,7,1,10,3,189.89923
2,1502.13593262842,2,1,10,1,10,0,1181.8655
3,3765.67013262842,1,1,10,1,10,0,118.83968
3,5562.19643262842,1,1,8,3,10,0,185.19191
3,14340.75673262842,1,1,10,1,10,0,42.179626
3,2753.92233262842,1,1,10,1,9,2,764.74512
3,13778.80873262842,2,1,8,10,9,0,956.80743
3,3152.7448326284198,1,1,10,1,10,0,511.60577
3,3625.91623262842,1,1,10,7,9,0,75.290939
2,1044.03203262842,1,1,3,1,5,8,1119.9933
3,2629.04513262842,2,4,7,11,9,10,973.04474
3,3075.03553262842,1,1,10,1,10,0,62.529964
3,2371.40323262842,1,3,7,6,9,0,79.263588
2,1612.18653262842,1,1,8,5,10,10,475.37912
3,7125.52163262842,2,3,9,1,10,0,569.74207
3,6981.91273262842,1,1,10,1,10,0,102.98245
3,3162.34513262842,1,1,10,1,9,0,51.39669
3,7980.93133262842,2,1,8,4,9,4,120.00426
4,29388.47673262842,1,4,7,8,5,10,718.3725
3,11636.95773262842,1,3,8,1,9,0,79.428192
3,13622.71173262842,1,1,8,1,10,0,322.96271
3,2985.83733262842,1,1,9,8,10,8,118.54098
1,845.08281262842,2,1,10,1,10,0,241.84244
3,4966.03533262842,2,3,10,1,10,0,75.153526
2,1781.66303262842,1,1,10,1,10,0,175.30695
4,17168.33573262842,2,3,10,1,10,0,41.353172
3,5704.30823262842,2,1,10,5,10,4,202.49147
3,3967.01653262842,1,1,8,1,10,5,700.81897
3,5278.22873262842,2,1,7,7,9,12,85.561775
3,9078.54603262842,2,1,9,7,9,0,308.42499
3,9277.52653262842,1,1,9,5,9,0,933.9469
2,1500.24773262842,1,1,7,9,10,8,2711.4268
3,5260.38933262842,1,1,2,9,10,8,1029.5396
3,6750.76873262842,1,1,10,1,10,0,81.931915
3,2183.05433262842,2,1,10,1,10,0,742.30365
3,9569.90833262842,2,1,8,1,10,4,1344.6172
3,4316.43033262842,1,3,7,10,9,8,72.500496
4,15384.37373262842,2,1,10,1,10,0,429.4437
3,4163.25263262842,2,1,10,1,10,7,207.37936
3,3833.21943262842,1,1,8,5,10,2,537.16406
3,7953.88833262842,1,1,9,1,10,0,160.15184
4,18238.71473262842,1,1,10,1,10,0,1353.5079
4,15581.54073262842,1,3,9,1,9,0,69.707626
3,11727.25173262842,1,1,10,1,10,4,57.881496
3,6642.96013262842,2,1,7,1,9,0,1330.074
3,3922.41763262842,1,3,9,1,9,0,110.61745
3,3253.43183262842,1,1,2,1,9,0,655.68927
3,2067.09683262842,1,1,10,1,9,0,247.92799
3,12494.35573262842,1,3,10,9,2,3,89.371117
3,3645.29853262842,1,1,8,1,10,0,310.37729
4,29905.82673262842,2,1,7,8,10,8,507.66547
3,4948.1959326284195,1,1,8,1,10,0,309.39954
3,3610.22433262842,1,1,10,1,10,0,252.22139
3,4056.21453262842,2,1,7,8,10,7,255.30176
3,14759.98773262842,1,1,10,1,10,0,246.15648
3,2031.41763262842,1,3,9,1,5,0,125.41722
3,4280.10223262842,2,1,10,1,9,4,98.203224
3,4413.00703262842,2,1,10,11,10,7,434.80826
3,3075.03553262842,2,1,10,1,9,0,206.00629
3,3253.43183262842,2,1,10,9,5,6,474.86246
2,1984.54123262842,1,1,8,7,10,3,707.94092
4,19664.462399295087,1,4,7,11,9,7,229.95639
3,2120.61593262842,1,1,9,1,9,4,549.79315
3,6268.32783262842,1,3,9,1,9,0,53.898857
3,3640.07583262842,1,1,10,5,10,4,325.85895
2,1754.90353262842,2,1,10,1,10,1,36.944431
3,13653.93073262842,1,1,2,9,9,4,56.573978
2,1291.07343262842,1,1,8,1,9,0,197.97885
3,3842.13933262842,1,1,10,8,10,4,1651.2798
3,2771.76193262842,1,1,10,1,10,0,128.0226
3,10210.88373262842,1,1,10,1,10,5,232.03127
